"","Rank of Sales","Game","Owners Before","Owners After","Sales","Price","Increase(Percentage)","Max Discount(Percentage of Original)","Lowest Price"
"1027",1027,"Mordheim: City of the Damned",214000,299000,85000,39.99,39.72,75,9.99
"1028",1028,"Snowman",287000,299000,12000,0.99,4.18,51,0.49
"1029",1029,"The Silent Age",270000,299000,29000,9.99,10.74,90,0.99
"1030",1030,"SweatShop",199000,299000,1e+05,0.99,50.25,51,0.49
"1031",1031,"Star Drifter",282000,299000,17000,0.99,6.03,51,0.49
"1032",1032,"Stonehearth",223000,299000,76000,19.99,34.08,0,19.99
"1033",1033,"QUAKE II Mission Pack: Ground Zero",37000,298000,261000,2.99,705.41,40,1.79
"1034",1034,"Chroma Squad",251000,298000,47000,14.99,18.73,50,7.49
"1035",1035,"Nyctophobia",273000,298000,25000,1.99,9.16,0,1.99
"1036",1036,"State of Anarchy",264000,297000,33000,0.99,12.5,51,0.49
"1037",1037,"Worms Blast",125000,297000,172000,7.99,137.6,80,1.59
"1038",1038,"VITATIO 2",201000,297000,96000,0.99,47.76,51,0.49
"1039",1039,"Abyss Odyssey",293000,297000,4000,14.99,1.37,80,2.99
"1040",1040,"Broken Dreams",285000,297000,12000,1.99,4.21,75,0.49
"1041",1041,"STAR WARS X-Wing vs TIE Fighter - Balance of Power Campaigns",279000,296000,17000,9.99,6.09,65,3.49
"1042",1042,"Puzzle Galaxies",101000,296000,195000,0.99,193.07,51,0.49
"1043",1043,"LYNE",277000,295000,18000,2.99,6.5,70,0.89
"1044",1044,"Star Fields",263000,295000,32000,0.99,12.17,51,0.49
"1045",1045,"Home",292000,295000,3000,2.99,1.03,66,1.01
"1046",1046,"Platypus II",283000,294000,11000,6.99,3.89,90,0.69
"1047",1047,"Dark Elf",160000,294000,134000,3.99,83.75,70,1.19
"1048",1048,"Oh...Sir!! The Insult Simulator",235000,293000,58000,1.99,24.68,70,0.59
"1049",1049,"Tom Clancy's Ghost Recon: Future Soldier",285000,293000,8000,19.99,2.81,66,6.79
"1050",1050,"Super Killer Hornet: Resurrection",272000,293000,21000,4.99,7.72,85,0.74
"1051",1051,"Into the Breach",191000,292000,101000,14.99,52.88,33,10.04
"1052",1052,"Final Quest II",254000,292000,38000,0.99,14.96,51,0.49
"1053",1053,"Uriel's Chasm",273000,292000,19000,4.99,6.96,85,0.74
"1054",1054,"The Typing of The Dead: Overkill",282000,292000,10000,19.99,3.55,0,19.99
"1055",1055,"Snapshot",245000,292000,47000,9.99,19.18,40,5.99
"1056",1056,"God Mode",282000,292000,10000,9.99,3.55,80,1.99
"1057",1057,"Earth 2140",261000,290000,29000,4.99,11.11,80,0.99
"1058",1058,"Vanguard Princess",275000,290000,15000,4.99,5.45,70,1.49
"1059",1059,"HITMAN 2",0,289000,289000,59.99,0,0,59.99
"1060",1060,"Magazime Editor",255000,289000,34000,0.99,13.33,51,0.49
"1061",1061,"Retention",286000,289000,3000,0.99,1.05,51,0.49
"1062",1062,"JumpBall",215000,288000,73000,1.99,33.95,75,0.49
"1063",1063,"Orbital Gear",285000,288000,3000,9.99,1.05,90,0.99
"1064",1064,"Else Heart.Break()",262000,288000,26000,24.99,9.92,75,6.24
"1065",1065,"Legendary",275000,287000,12000,1.99,4.36,83,0.5
"1066",1066,"Might & Magic: Clash of Heroes",261000,287000,26000,9.99,9.96,75,2.49
"1067",1067,"Football Manager 2019",0,287000,287000,49.99,0,10,44.99
"1068",1068,"Nuclear Contingency",273000,287000,14000,0.99,5.13,51,0.49
"1069",1069,"Agent Awesome",209000,286000,77000,1.99,36.84,50,0.99
"1070",1070,"The I of the Dragon",277000,285000,8000,6.99,2.89,87,0.9
"1071",1071,"NORTH",201000,285000,84000,1.99,41.79,65,0.69
"1072",1072,"Magic 2015 - Duels of the Planeswalkers",280000,284000,4000,9.99,1.43,0,9.99
"1073",1073,"State of Anarchy: Master of Mayhem",70000,284000,214000,1.99,305.71,75,0.49
"1074",1074,"Motorsport Manager",244000,284000,40000,34.99,16.39,75,8.74
"1075",1075,"Gunscape",234000,283000,49000,19.99,20.94,0,19.99
"1076",1076,"Lovely Planet",244000,283000,39000,5.99,15.98,50,2.99
"1077",1077,"Steel Invaders",277000,283000,6000,0.99,2.17,51,0.49
"1078",1078,"Hatoful Boyfriend",273000,283000,10000,9.99,3.66,75,2.49
"1079",1079,"Velvet Assassin",262000,283000,21000,1.99,8.02,85,0.5
"1080",1080,"Bus Driver",273000,283000,10000,7.99,3.66,90,0.79
"1081",1081,"The Legend of Heroes: Trails in the Sky",235000,283000,48000,19.99,20.43,50,9.99
"1082",1082,"NEKOPARA Vol. 3",257000,282000,25000,9.99,9.73,35,6.49
"1083",1083,"Omerta - City of Gangsters",275000,282000,7000,14.99,2.55,80,2.99
"1084",1084,"NBA 2K19",0,282000,282000,59.99,0,50,29.99
"1085",1085,"Spakoyno: Back to the USSR 2.0",262000,282000,20000,7.99,7.63,90,0.79
"1086",1086,"Volgarr the Viking",267000,281000,14000,9.99,5.24,80,1.99
"1087",1087,"The Lost Valley",269000,281000,12000,4.99,4.46,70,1.49
"1088",1088,"Trouble In The Manor",234000,281000,47000,0.99,20.09,51,0.49
"1089",1089,"Tom Clancy's Splinter Cell",256000,280000,24000,9.99,9.38,66,3.39
"1090",1090,"Sakura Swim Club",209000,280000,71000,9.99,33.97,65,3.49
"1091",1091,"Outrage",204000,280000,76000,3.99,37.25,87,0.51
"1092",1092,"Montaro",245000,280000,35000,0.99,14.29,30,0.69
"1093",1093,"City of Chains",210000,279000,69000,8.99,32.86,90,0.89
"1094",1094,"OR",216000,279000,63000,0.99,29.17,51,0.49
"1095",1095,"Ys Origin",203000,279000,76000,19.99,37.44,70,5.99
"1096",1096,"Quantum Conundrum",268000,279000,11000,8.99,4.1,89,0.98
"1097",1097,"Surviving Mars",130000,279000,149000,29.99,114.62,40,20.99
"1098",1098,"Broken Sword 2 - the Smoking Mirror: Remastered",226000,279000,53000,5.99,23.45,60,2.39
"1099",1099,"Yakuza 0",0,278000,278000,19.99,0,33,13.39
"1100",1100,"Hexoscope",217000,278000,61000,2.99,28.11,0,2.99
"1101",1101,"Worms W.M.D",247000,278000,31000,29.99,12.55,66,10.19
"1102",1102,"Disgaea PC / 魔界戦記ディスガイア PC",174000,278000,104000,14.99,59.77,65,5.24
"1103",1103,"Conclusion",199000,277000,78000,1.99,39.2,75,0.49
"1104",1104,"Two Point Hospital",0,277000,277000,34.99,0,10,31.49
"1105",1105,"Halo Wars: Definitive Edition",181000,277000,96000,19.99,53.04,50,9.99
"1106",1106,"Secret Of Magia",246000,277000,31000,1.99,12.6,84,0.49
"1107",1107,"Data Hacker: Initiation",246000,277000,31000,2.99,12.6,83,0.5
"1108",1108,"Darkness Assault",108000,277000,169000,0.99,156.48,75,0.49
"1109",1109,"Audiosurf 2",213000,277000,64000,14.99,30.05,67,4.94
"1110",1110,"Gridberd",264000,277000,13000,6.99,4.92,80,1.39
"1111",1111,"Alien Shooter",147000,277000,130000,4.99,88.44,90,0.49
"1112",1112,"The Ball",273000,277000,4000,9.99,1.47,80,1.99
"1113",1113,"Battle Chasers: Nightwar",141000,277000,136000,29.99,96.45,67,9.89
"1114",1114,"Downwell",273000,277000,4000,2.99,1.47,50,1.49
"1115",1115,"Starseed Pilgrim",227000,276000,49000,5.99,21.59,35,3.89
"1116",1116,"Graveyard Keeper",0,276000,276000,19.99,0,30,13.99
"1117",1117,"They Bleed Pixels",259000,276000,17000,9.99,6.56,80,1.99
"1118",1118,"Full Mojo Rampage",220000,276000,56000,12.99,25.45,50,6.49
"1119",1119,"hack_me",271000,275000,4000,3.99,1.48,87,0.51
"1120",1120,"Men of War: Red Tide",268000,275000,7000,4.99,2.61,80,0.99
"1121",1121,"Dreamfall Chapters",249000,275000,26000,24.99,10.44,75,6.24
"1122",1122,"LEGO Batman",267000,275000,8000,19.99,3,75,4.99
"1123",1123,"Zombie Zoeds",242000,274000,32000,0.99,13.22,83,0.49
"1124",1124,"8BitBoy",264000,274000,10000,11.99,3.79,90,1.19
"1125",1125,"Destiny Warriors RPG",263000,274000,11000,1.99,4.18,83,0.49
"1126",1126,"Sid Meier's Starships",271000,274000,3000,14.99,1.11,50,7.49
"1127",1127,"Heaven Forest - VR MMO",207000,273000,66000,0.99,31.88,0,0.99
"1128",1128,"Stealth Bastard Deluxe",263000,273000,10000,9.99,3.8,90,1.29
"1129",1129,"Hidden Folks",118000,273000,155000,7.99,131.36,55,3.59
"1130",1130,"Fran Bow",235000,272000,37000,14.99,15.74,75,3.74
"1131",1131,"Primal Carnage: Extinction",223000,271000,48000,12.99,21.52,80,2.59
"1132",1132,"Dead Effect",232000,271000,39000,4.99,16.81,80,0.99
"1133",1133,"CPUCores :: Maximize Your FPS",201000,270000,69000,14.99,34.33,51,7.34
"1134",1134,"TerraTech",206000,270000,64000,24.99,31.07,40,11.99
"1135",1135,"Oddworld: Stranger's Wrath HD",261000,269000,8000,9.99,3.07,75,2.49
"1136",1136,"The Jackbox Party Pack 2",214000,269000,55000,24.99,25.7,50,12.49
"1137",1137,"Call of Duty",261000,269000,8000,19.99,3.07,51,9.79
"1138",1138,"Magdalena",256000,269000,13000,2.99,5.08,83,0.5
"1139",1139,"Edna & Harvey: The Breakout",223000,268000,45000,14.99,20.18,90,1.49
"1140",1140,"Through Abandoned",80000,267000,187000,0.99,233.75,51,0.49
"1141",1141,"Dungetris",258000,267000,9000,4.99,3.49,60,1.99
"1142",1142,"Cobi Treasure Deluxe",250000,267000,17000,2.99,6.8,66,1.01
"1143",1143,"DreadOut",245000,267000,22000,14.99,8.98,90,1.49
"1144",1144,"RUINER",139000,267000,128000,19.99,92.09,60,7.99
"1145",1145,"METAL SLUG X",261000,267000,6000,7.99,2.3,50,3.99
"1146",1146,"NiGHTS Into Dreams",232000,266000,34000,7.99,14.66,85,1.19
"1147",1147,"Dungeon Creepster",19000,266000,247000,0.99,1300,51,0.49
"1148",1148,"Blood Bowl: Chaos Edition",246000,266000,20000,14.99,8.13,75,3.74
"1149",1149,"Avencast: Rise of the Mage",256000,265000,9000,9.99,3.52,90,0.99
"1150",1150,"Train Valley",237000,265000,28000,9.99,11.81,80,1.99
"1151",1151,"Faerie Solitaire",248000,264000,16000,9.99,6.45,90,0.99
"1152",1152,"Tower Unite",187000,264000,77000,14.99,41.18,30,10.49
"1153",1153,"Liveza: Death of the Earth",222000,263000,41000,2.99,18.47,75,0.74
"1154",1154,"Next Day: Survival",187000,263000,76000,9.99,40.64,60,3.99
"1155",1155,"Wuppo",186000,263000,77000,14.99,41.4,74,3.89
"1156",1156,"Death Road to Canada",234000,263000,29000,14.99,12.39,50,7.49
"1157",1157,"Breach & Clear",235000,263000,28000,14.99,11.91,90,1.49
"1158",1158,"Clickdraw Clicker",177000,263000,86000,0.99,48.59,51,0.49
"1159",1159,"DiRT 4",219000,262000,43000,59.99,19.63,80,11.99
"1160",1160,"Trump Simulator 2017",197000,262000,65000,0.99,32.99,51,0.49
"1161",1161,"Iron Sky: Invasion",170000,262000,92000,19.99,54.12,90,1.99
"1162",1162,"Red Death",227000,262000,35000,0.99,15.42,51,0.49
"1163",1163,"Defend Your Life: TD",218000,261000,43000,4.99,19.72,60,1.99
"1164",1164,"Pixel Puzzles 2: Anime",250000,261000,11000,9.99,4.4,85,1.49
"1165",1165,"Prince of Persia",254000,261000,7000,9.99,2.76,66,3.39
"1166",1166,"Pressured",246000,261000,15000,2.99,6.1,75,0.74
"1167",1167,"Frontlines: Fuel of War",255000,261000,6000,89.99,2.35,80,4.99
"1168",1168,"Wizard of Legend",125000,261000,136000,15.99,108.8,25,11.99
"1169",1169,"LEGO MARVEL's Avengers",217000,260000,43000,19.99,19.82,75,4.99
"1170",1170,"Anachronox",193000,260000,67000,6.99,34.72,86,0.97
"1171",1171,"The Jackbox Party Pack",248000,260000,12000,24.99,4.84,60,9.99
"1172",1172,"Oddworld: Munch's Oddysee",240000,259000,19000,4.99,7.92,75,1.24
"1173",1173,"Farming Simulator 19",0,259000,259000,34.99,0,0,34.99
"1174",1174,"Broken Sword 5 - the Serpent's Curse",217000,259000,42000,24.99,19.35,60,9.99
"1175",1175,"Alien Rage - Unlimited",238000,258000,20000,19.99,8.4,90,1.99
"1176",1176,"Insincere",167000,258000,91000,3.99,54.49,87,0.51
"1177",1177,"X2: The Threat",231000,257000,26000,4.99,11.26,50,2.49
"1178",1178,"Valley",137000,257000,120000,19.99,87.59,90,1.99
"1179",1179,"Evil Genius",241000,257000,16000,9.99,6.64,75,2.49
"1180",1180,"Danganronpa: Trigger Happy Havoc",207000,256000,49000,19.99,23.67,60,7.99
"1181",1181,"Sword With Sauce",171000,256000,85000,2.99,49.71,0,2.99
"1182",1182,"Planes, Bullets and Vodka",104000,256000,152000,0.99,146.15,90,0.49
"1183",1183,"Blackguards 2",176000,256000,80000,14.99,45.45,90,1.99
"1184",1184,"Comedy Night",250000,255000,5000,4.99,2,40,2.99
"1185",1185,"Cubetractor",253000,255000,2000,9.99,0.79,0,9.99
"1186",1186,"Xenonauts",238000,255000,17000,24.99,7.14,75,6.24
"1187",1187,"Revenge of the Titans",221000,255000,34000,14.99,15.38,63,5.54
"1188",1188,"Laraan",249000,254000,5000,4.99,2.01,50,2.49
"1189",1189,"La-Mulana",232000,254000,22000,14.99,9.48,67,4.94
"1190",1190,"Galaxy on Fire 2 Full HD",247000,254000,7000,7.99,2.83,63,2.95
"1191",1191,"Hard West",207000,254000,47000,19.99,22.71,90,1.99
"1192",1192,"Wishmaster",245000,254000,9000,0.99,3.67,51,0.49
"1193",1193,"Fahrenheit: Indigo Prophecy Remastered",207000,254000,47000,9.99,22.71,80,1.99
"1194",1194,"Freedom Force",192000,254000,62000,4.99,32.29,75,1.24
"1195",1195,"Cosmic Pioneer",77000,254000,177000,0.99,229.87,51,0.49
"1196",1196,"Gas Guzzlers Extreme",236000,253000,17000,24.99,7.2,82,4.49
"1197",1197,"PC Building Simulator",117000,253000,136000,19.99,116.24,25,14.99
"1198",1198,"Lumino City",184000,253000,69000,14.99,37.5,75,3.74
"1199",1199,"UNO",160000,252000,92000,9.99,57.5,66,3.39
"1200",1200,"Road Redemption",167000,252000,85000,19.99,50.9,50,9.99
"1201",1201,"3SwitcheD",135000,252000,117000,9.99,86.67,90,0.99
"1202",1202,"Ravenfield",162000,252000,90000,14.99,55.56,25,11.24
"1203",1203,"StarMade",218000,252000,34000,14.99,15.6,54,6.89
"1204",1204,"Data Hacker: Corruption",218000,252000,34000,2.99,15.6,83,0.5
"1205",1205,"Marble Mayhem: Fragile Ball",225000,251000,26000,1.99,11.56,75,0.49
"1206",1206,"Refunct",231000,251000,20000,2.99,8.66,67,0.98
"1207",1207,"Precipice of Darkness, Episode Two",238000,251000,13000,7.99,5.46,0,7.99
"1208",1208,"Shift 2 Unleashed",236000,251000,15000,19.99,6.36,75,4.99
"1209",1209,"Hard Room",243000,251000,8000,2.99,3.29,83,0.5
"1210",1210,"Weird Worlds: Return to Infinite Space",205000,251000,46000,4.99,22.44,80,0.99
"1211",1211,"Shake Your Money Simulator 2016",247000,250000,3000,0.99,1.21,51,0.49
"1212",1212,"GOD EATER 2 Rage Burst",232000,250000,18000,49.99,7.76,75,12.49
"1213",1213,"Pit People",227000,250000,23000,19.99,10.13,40,11.99
"1214",1214,"SEGA Bass Fishing",246000,250000,4000,7.99,1.63,85,1.19
"1215",1215,"Chompy Chomp Chomp",241000,250000,9000,1.99,3.73,50,0.99
"1216",1216,"DarkEnd",206000,250000,44000,1.99,21.36,90,0.79
"1217",1217,"White Mirror",222000,249000,27000,1.99,12.16,75,0.49
"1218",1218,"Sonic the Hedgehog 4 - Episode I",246000,249000,3000,9.99,1.22,75,2.49
"1219",1219,"POLYWAR",181000,248000,67000,4.99,37.02,90,0.49
"1220",1220,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome",245000,248000,3000,9.99,1.22,78,2.19
"1221",1221,"RACE - The WTCC Game",245000,248000,3000,39.99,1.22,50,19.99
"1222",1222,"Painkiller Overdose",244000,247000,3000,4.99,1.23,75,1.24
"1223",1223,"The Room Two",229000,247000,18000,4.99,7.86,75,1.24
"1224",1224,"The Journey Down: Chapter One",176000,247000,71000,8.99,40.34,70,2.69
"1225",1225,"EVERSPACE",186000,247000,61000,29.99,32.8,70,8.99
"1226",1226,"Blades of Time",233000,246000,13000,9.99,5.58,0,9.99
"1227",1227,"Jagged Alliance - Back in Action",203000,246000,43000,19.99,21.18,80,3.99
"1228",1228,"Abandoned Knight",228000,246000,18000,2.99,7.89,83,0.5
"1229",1229,"Colin McRae Rally",237000,246000,9000,6.99,3.8,80,1.39
"1230",1230,"TowerFall Ascension",197000,246000,49000,14.99,24.87,50,7.49
"1231",1231,"Sonic the Hedgehog 4 - Episode II",164000,246000,82000,9.99,50,75,2.49
"1232",1232,"Sonic & SEGA All-Stars Racing",208000,246000,38000,9.99,18.27,75,2.49
"1233",1233,"Dead Pixels",228000,245000,17000,2.99,7.46,75,0.74
"1234",1234,"Splice",241000,245000,4000,9.99,1.66,0,9.99
"1235",1235,"Dead Age",204000,245000,41000,14.99,20.1,70,4.49
"1236",1236,"Space Hulk: Deathwing",215000,245000,30000,39.99,13.95,66,13.59
"1237",1237,"Divekick",236000,244000,8000,4.99,3.39,0,4.99
"1238",1238,"My Bones",179000,244000,65000,1.99,36.31,75,0.49
"1239",1239,"Whispering Willows",152000,244000,92000,9.99,60.53,80,1.99
"1240",1240,"Introvert Quest",195000,244000,49000,4.99,25.13,90,0.49
"1241",1241,"HardCube",214000,244000,30000,1.99,14.02,75,0.49
"1242",1242,"Paint the Town Red",204000,244000,40000,14.99,19.61,35,9.74
"1243",1243,"Super Star",188000,244000,56000,1.99,29.79,75,0.49
"1244",1244,"Blood Bowl 2",225000,244000,19000,19.99,8.44,70,5.99
"1245",1245,"Pillars of Eternity II: Deadfire",139000,244000,105000,49.99,75.54,34,32.99
"1246",1246,"Eldritch",205000,244000,39000,14.99,19.02,90,1.49
"1247",1247,"Devil May Cry 3 Special Edition",232000,243000,11000,19.99,4.74,75,4.99
"1248",1248,"Tom Clancy's Splinter Cell Double Agent",234000,243000,9000,9.99,3.85,66,3.39
"1249",1249,"Alien Run",215000,243000,28000,1.99,13.02,75,0.49
"1250",1250,"Rampage Knights",234000,243000,9000,11.99,3.85,75,2.99
"1251",1251,"Bionic Commando",234000,243000,9000,9.99,3.85,80,1.99
"1252",1252,"Nex Machina",195000,242000,47000,19.99,24.1,70,5.99
"1253",1253,"Rayman Legends",202000,242000,40000,29.99,19.8,66,10.19
"1254",1254,"Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2",199000,242000,43000,24.99,21.61,80,4.99
"1255",1255,"Rolling Sun",199000,242000,43000,4.99,21.61,90,0.49
"1256",1256,"Foxhole",199000,241000,42000,19.99,21.11,40,11.99
"1257",1257,"Spintires: MudRunner",183000,241000,58000,24.99,31.69,50,12.49
"1258",1258,"Freedom Force vs. the Third Reich",149000,241000,92000,4.99,61.74,75,1.24
"1259",1259,"CrossCode",89000,241000,152000,19.99,170.79,15,16.99
"1260",1260,"Insanely Twisted Shadow Planet",209000,241000,32000,14.99,15.31,75,3.74
"1261",1261,"Space Beret",229000,241000,12000,0.99,5.24,51,0.49
"1262",1262,"Trolley Gold",227000,241000,14000,1.99,6.17,50,0.99
"1263",1263,"BARRIER X",233000,240000,7000,2.99,3,75,0.74
"1264",1264,"Dead Island: Riptide Definitive Edition",180000,240000,60000,19.99,33.33,75,4.99
"1265",1265,"Run Away",238000,240000,2000,4.99,0.84,80,0.99
"1266",1266,"Samorost 3",168000,240000,72000,19.99,42.86,70,5.99
"1267",1267,"Worms",101000,239000,138000,7.99,136.63,80,1.59
"1268",1268,"Adventures of Shuggy",237000,239000,2000,4.99,0.84,90,0.49
"1269",1269,"King's Bounty: Warriors of the North",229000,239000,10000,9.99,4.37,80,1.99
"1270",1270,"Dragonia",178000,239000,61000,1.99,34.27,70,0.59
"1271",1271,"Need for Speed: Shift",224000,238000,14000,19.99,6.25,75,4.99
"1272",1272,"Super Duper Flying Genocide 2017",212000,238000,26000,0.99,12.26,51,0.49
"1273",1273,"Gone In November",182000,238000,56000,0.99,30.77,51,0.49
"1274",1274,"Aim Hero",2e+05,238000,38000,4.99,19,0,4.99
"1275",1275,"AI: Rampage",198000,238000,40000,1.99,20.2,75,0.49
"1276",1276,"I Am Alive",230000,237000,7000,14.99,3.04,75,3.74
"1277",1277,"Cruel Arena",120000,236000,116000,0.99,96.67,30,0.69
"1278",1278,"The Book of Unwritten Tales",226000,236000,10000,19.99,4.42,75,4.99
"1279",1279,"LEGO Star Wars III - The Clone Wars",212000,236000,24000,19.99,11.32,65,6.99
"1280",1280,"Gemini Rue",233000,236000,3000,9.99,1.29,75,2.49
"1281",1281,"Intergalactic Bubbles",216000,235000,19000,1.99,8.8,0,1.99
"1282",1282,"Vampyr",1e+05,235000,135000,49.99,135,50,24.99
"1283",1283,"High On Racing",202000,235000,33000,4.99,16.34,90,0.49
"1284",1284,"Mars: War Logs",224000,234000,10000,14.99,4.46,75,3.74
"1285",1285,"Watch This!",38000,234000,196000,3.99,515.79,87,0.51
"1286",1286,"Life Beetle",123000,234000,111000,0.99,90.24,51,0.49
"1287",1287,"The Heiress",143000,234000,91000,3.99,63.64,70,1.19
"1288",1288,"Numba Deluxe",215000,234000,19000,2.99,8.84,66,1.01
"1289",1289,"The Pit And The Pendulum",204000,234000,30000,3.99,14.71,87,0.51
"1290",1290,"STAR WARS: TIE Fighter Special Edition",212000,234000,22000,9.99,10.38,65,3.49
"1291",1291,"Bloop",172000,234000,62000,4.99,36.05,85,0.74
"1292",1292,"Anno 2205",166000,234000,68000,39.99,40.96,75,9.99
"1293",1293,"Invisible Mind",208000,234000,26000,4.99,12.5,90,0.49
"1294",1294,"OneShot",175000,233000,58000,9.99,33.14,40,5.99
"1295",1295,"Home Behind",204000,233000,29000,5.99,14.22,50,2.99
"1296",1296,"The Undying Plague",199000,233000,34000,0.99,17.09,0,0.99
"1297",1297,"Monster Loves You!",228000,233000,5000,9.99,2.19,50,4.99
"1298",1298,"Hyposphere",198000,233000,35000,2.99,17.68,70,0.89
"1299",1299,"Dungeons",211000,233000,22000,9.99,10.43,80,1.99
"1300",1300,"Speed Kills",189000,232000,43000,9.99,22.75,90,0.99
"1301",1301,"Project RPG Remastered",216000,232000,16000,0.99,7.41,51,0.49
"1302",1302,"16bit Trader",218000,232000,14000,2.99,6.42,83,0.5
"1303",1303,"The Butterfly Sign",201000,232000,31000,4.99,15.42,65,1.74
"1304",1304,"hack_me 2",199000,232000,33000,3.99,16.58,87,0.51
"1305",1305,"Z.I.O.N.",211000,232000,21000,4.99,9.95,90,0.49
"1306",1306,"HeXen: Beyond Heretic",184000,231000,47000,4.99,25.54,75,1.24
"1307",1307,"Battlepaths",213000,231000,18000,3.99,8.45,90,0.49
"1308",1308,"Seasons after Fall",207000,231000,24000,14.99,11.59,75,3.74
"1309",1309,"Bootombaa",190000,231000,41000,0.99,21.58,51,0.49
"1310",1310,"Megabyte Punch",219000,231000,12000,14.99,5.48,85,2.24
"1311",1311,"Machine Made: Rebirth",146000,231000,85000,4.99,58.22,70,1.49
"1312",1312,"Please, Don’t Touch Anything",210000,231000,21000,6.99,10,70,1.74
"1313",1313,"BlazBlue: Calamity Trigger",167000,231000,64000,9.99,38.32,85,1.49
"1314",1314,"SkyDrift",226000,231000,5000,9.99,2.21,75,2.49
"1315",1315,"Rayman Origins",220000,230000,10000,19.99,4.55,66,6.79
